Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-2337,2021-08-15,2023-01-20,Standard Class,CUST-3463,Sneha,Consumer,India,Mumbai,DL,South,PROD-516,Technology,Phones,Item D,3054.83,7,0.48,-780.53
ORD-2338,2023-08-06,2023-06-16,Standard Class,CUST-4371,Sneha,Home Office,India,Kolkata,DL,West,PROD-616,Office Supplies,Binders,Item C,4392.68,8,0.47,-1202.52
ORD-2339,2022-01-16,2021-10-02,Second Class,CUST-8222,Amit,Consumer,India,Delhi,DL,South,PROD-871,Office Supplies,Binders,Item B,4459.12,5,0.36,-618.74
ORD-2340,2022-04-05,2021-06-12,Second Class,CUST-9527,Neha,Consumer,India,Mumbai,MH,West,PROD-669,Technology,Storage,Item A,3427.67,9,0.15,157.73
ORD-2341,2021-01-07,2022-11-20,First Class,CUST-5976,Rahul,Home Office,India,Kolkata,MH,West,PROD-535,Technology,Binders,Item D,2890.87,3,0.11,244.6
ORD-2342,2021-01-29,2023-05-30,First Class,CUST-6067,Amit,Corporate,India,Delhi,MH,South,PROD-299,Technology,Storage,Item D,1259.72,8,0.09,129.87
ORD-2343,2023-06-26,2021-11-06,Standard Class,CUST-8501,Neha,Home Office,India,Mumbai,MH,East,PROD-558,Technology,Binders,Item C,4692.83,2,0.01,990.75
ORD-2344,2021-02-02,2022-01-11,Second Class,CUST-3788,Arjun,Home Office,India,Kolkata,MH,East,PROD-974,Technology,Storage,Item B,3372.01,1,0.22,-102.77
ORD-2345,2022-10-08,2023-09-05,Standard Class,CUST-5125,Neha,Home Office,India,Delhi,KA,East,PROD-533,Office Supplies,Storage,Item C,2690.61,7,,-233.37
ORD-2346,2023-05-29,2023-01-05,First Class,CUST-4606,Priya,Consumer,India,Delhi,KA,North,PROD-510,Office Supplies,Binders,Item C,564.58,5,0.3,-54.77
ORD-2347,2021-03-20,2021-01-11,Standard Class,CUST-2540,Arjun,Corporate,India,Delhi,WB,North,PROD-749,Furniture,Binders,Item B,4138.12,7,0.35,-599.74
ORD-2348,2023-07-17,2023-03-14,Standard Class,CUST-9766,Sneha,Consumer,India,Bangalore,DL,West,PROD-478,Furniture,Phones,Item A,1777.51,3,0.26,-148.8
ORD-2349,2023-08-05,2022-03-22,Standard Class,CUST-1220,Sneha,Home Office,India,Delhi,KA,West,PROD-929,Office Supplies,Storage,Item B,4507.9,3,0.27,-381.07
ORD-2350,2022-04-04,2021-04-25,First Class,CUST-5922,Rahul,Home Office,India,Delhi,MH,West,PROD-989,Office Supplies,Chairs,Item B,883.65,1,0.48,-195.28
ORD-2351,2022-07-24,2023-09-18,Standard Class,CUST-6613,Rahul,Consumer,India,Mumbai,DL,South,PROD-848,Furniture,Chairs,Item C,290.55,3,0.28,-14.17
ORD-2352,2023-09-10,2021-07-26,First Class,CUST-1753,Neha,Consumer,India,Bangalore,MH,North,PROD-247,Furniture,Chairs,Item C,2201.9,1,0.44,-563.71
ORD-2353,2022-06-22,2022-02-11,Second Class,CUST-8488,Neha,Corporate,India,Delhi,MH,North,PROD-899,Furniture,Storage,Item B,437.6,4,0.06,-31.28
ORD-2354,2022-04-27,2022-12-01,Standard Class,CUST-8206,Amit,Home Office,India,Mumbai,WB,East,PROD-915,Technology,Phones,Item B,355.92,5,0.41,-102.67
ORD-2355,2022-03-06,2023-05-05,Standard Class,CUST-8938,Amit,Consumer,India,Mumbai,DL,North,PROD-318,Furniture,Phones,Item A,3582.97,9,0.34,-524.9
ORD-2356,2023-01-08,2021-07-18,First Class,CUST-2961,Sneha,Consumer,India,Kolkata,MH,South,PROD-276,Technology,Storage,Item D,1324.01,1,0.0,333.41
ORD-2357,2021-10-12,2023-02-19,Standard Class,CUST-6958,Priya,Consumer,India,Kolkata,MH,South,PROD-565,Technology,Binders,Item C,nan,8,0.11,218.44
ORD-2358,2022-05-31,2023-02-15,First Class,CUST-4483,Amit,Consumer,India,Bangalore,WB,South,PROD-893,Furniture,Binders,Item B,2875.62,4,0.11,292.75
ORD-2359,2023-09-04,2023-02-01,Standard Class,CUST-7635,Sneha,Home Office,India,Mumbai,DL,South,PROD-989,Office Supplies,Chairs,Item A,746.73,4,0.2,68.58
ORD-2360,2021-04-09,2021-04-27,Second Class,CUST-9629,Neha,Corporate,India,Delhi,KA,West,PROD-262,Furniture,Storage,Item C,1959.61,1,0.2,-38.83
ORD-2361,2022-02-01,2021-05-03,Second Class,CUST-9670,Neha,Consumer,India,,DL,South,PROD-383,Furniture,Chairs,Item D,377.02,8,0.17,-78.79
ORD-2362,2022-05-04,2022-10-17,Second Class,CUST-1782,Amit,Consumer,India,Mumbai,MH,East,PROD-932,Furniture,Phones,Item A,2137.28,5,0.22,19.59
ORD-2363,2021-02-08,2021-03-08,Standard Class,CUST-6103,Priya,Corporate,India,Bangalore,KA,South,PROD-581,Furniture,Storage,Item D,952.69,3,0.41,-73.35
ORD-2364,2021-09-28,2021-10-05,Standard Class,CUST-5167,Sneha,Home Office,India,Delhi,WB,North,PROD-986,Furniture,Storage,Item B,526.73,5,0.03,49.65
ORD-2365,2023-06-06,2023-04-07,Second Class,CUST-1219,Neha,Consumer,India,Bangalore,WB,South,PROD-509,Technology,Phones,Item C,,7,0.42,-382.74
ORD-2366,2023-03-08,2021-08-29,Second Class,CUST-9029,Sneha,Corporate,India,Mumbai,MH,East,PROD-797,Furniture,Chairs,Item A,66.93,9,0.46,-55.88
ORD-2367,2021-06-06,2021-10-31,First Class,CUST-8146,Priya,Corporate,India,Bangalore,DL,North,PROD-105,Office Supplies,Phones,Item B,3800.96,9,0.08,429.53
ORD-2368,2021-03-16,2022-01-29,First Class,CUST-1289,Neha,Home Office,India,Kolkata,MH,North,PROD-149,Office Supplies,Chairs,Item A,833.01,7,0.18,1.69
ORD-2369,2023-06-03,2022-06-08,Second Class,CUST-1379,Sneha,Corporate,India,Bangalore,DL,North,PROD-916,Technology,Chairs,Item A,3147.89,9,0.33,-395.65
ORD-2370,2023-03-11,2023-08-29,Second Class,CUST-7886,Priya,Home Office,India,Bangalore,WB,West,PROD-541,Technology,Chairs,Item B,4171.28,9,0.49,-1278.41
ORD-2371,2021-05-10,2022-01-06,Standard Class,CUST-2958,Priya,Corporate,India,Delhi,MH,North,PROD-145,Furniture,Chairs,Item C,4590.33,3,0.43,-1034.31
ORD-2372,2022-11-18,2021-08-23,Second Class,CUST-9257,Priya,Consumer,India,Bangalore,MH,West,PROD-316,Furniture,Chairs,Item B,2810.0,5,0.37,-549.36
ORD-2373,2023-09-01,2021-07-16,First Class,CUST-3183,Amit,Home Office,India,Delhi,KA,South,PROD-308,Technology,Chairs,Item C,3952.0,2,0.47,-998.93
ORD-2374,2021-03-25,2023-06-28,First Class,CUST-4774,Rahul,Corporate,India,Delhi,MH,East,PROD-445,Office Supplies,Chairs,Item A,2301.12,5,0.49,-577.33
ORD-2375,2021-01-22,2021-01-14,First Class,CUST-4919,Sneha,Consumer,India,Kolkata,DL,North,PROD-504,Furniture,Binders,Item A,2476.39,7,0.45,-579.69
ORD-2376,2022-04-04,2023-06-27,First Class,CUST-7202,Priya,Corporate,India,Delhi,KA,South,PROD-707,Office Supplies,Phones,Item B,2756.52,5,0.09,
ORD-2377,2022-06-23,2023-07-12,First Class,CUST-1777,Sneha,Consumer,India,Mumbai,DL,West,PROD-124,Technology,Phones,Item A,3367.18,8,0.36,-519.09
ORD-2378,2022-12-08,2022-11-22,First Class,CUST-3566,Priya,Home Office,India,Delhi,KA,West,PROD-451,Office Supplies,Chairs,Item A,3366.09,2,0.2,-20.68
ORD-2379,2023-04-29,2021-06-28,Second Class,CUST-8404,Sneha,Consumer,India,,WB,East,PROD-224,Office Supplies,Phones,Item D,3937.62,6,0.41,-837.65
ORD-2380,2022-01-17,2021-08-07,First Class,CUST-1078,Neha,Corporate,India,Delhi,DL,South,PROD-972,Office Supplies,Binders,Item D,3103.87,6,0.03,445.54
ORD-2381,2023-01-18,2021-01-13,First Class,CUST-2581,Sneha,Consumer,India,Mumbai,DL,East,PROD-601,Furniture,Phones,Item D,4419.04,4,,-922.68
ORD-2382,2022-03-16,2022-03-24,First Class,CUST-8967,Rahul,Consumer,India,Kolkata,MH,East,PROD-162,Technology,Binders,Item C,3560.72,1,0.15,208.63
ORD-2383,2022-08-27,2022-09-24,First Class,CUST-8839,Neha,Home Office,India,Bangalore,WB,North,PROD-438,Furniture,Binders,Item D,4648.32,6,0.39,-841.87
ORD-2384,2023-09-16,2021-06-15,Second Class,CUST-3162,Neha,Consumer,India,Delhi,KA,North,PROD-421,Office Supplies,Chairs,Item B,3764.66,9,0.08,494.21
ORD-2385,2021-01-21,2022-07-07,Standard Class,CUST-2485,Priya,Consumer,India,Kolkata,KA,East,PROD-262,Furniture,Phones,Item D,3706.59,1,0.02,626.36
ORD-2386,2021-10-30,2021-02-24,Standard Class,CUST-6745,Arjun,Corporate,India,Kolkata,WB,North,PROD-435,Furniture,Phones,Item C,4308.97,6,0.33,-572.28
ORD-2387,2023-09-03,2021-08-08,Standard Class,CUST-3620,Rahul,Corporate,India,Delhi,MH,South,PROD-563,Furniture,Binders,Item D,3296.26,4,0.22,-77.38
ORD-2388,2023-05-19,2022-12-21,Standard Class,CUST-1964,Neha,Home Office,India,Delhi,DL,West,PROD-388,Technology,Chairs,Item B,938.9,9,0.42,-210.48
ORD-2389,2023-08-13,2023-09-28,First Class,CUST-3673,Arjun,Home Office,India,Mumbai,DL,West,PROD-342,Technology,Chairs,Item D,460.69,9,0.46,-126.73
ORD-2390,2021-03-25,2023-04-06,Standard Class,CUST-6293,Arjun,Home Office,India,Delhi,MH,North,PROD-405,Office Supplies,Binders,Item D,1613.34,7,0.2,-1.14
ORD-2391,2023-02-13,2021-12-28,Standard Class,CUST-8259,Neha,Corporate,India,Delhi,KA,South,PROD-251,Furniture,Storage,Item A,4081.25,1,0.31,-445.21
ORD-2392,2022-10-21,2022-01-22,Second Class,CUST-2718,Priya,Consumer,India,Mumbai,MH,North,PROD-194,Office Supplies,Storage,Item D,157.45,3,0.14,-13.0
ORD-2393,2023-08-11,2021-02-27,Second Class,CUST-2228,Amit,Home Office,India,Mumbai,DL,South,PROD-506,Furniture,Phones,Item D,792.7,1,0.13,64.53
ORD-2394,2022-03-29,2021-04-30,Second Class,CUST-4778,Neha,Corporate,India,Delhi,WB,West,PROD-436,Office Supplies,Chairs,Item A,575.27,5,0.43,-219.78
ORD-2395,2022-01-22,2023-06-21,First Class,CUST-2840,Priya,Corporate,India,Delhi,KA,South,PROD-196,Technology,Binders,Item D,234.02,7,0.07,
ORD-2396,2022-05-22,2021-09-12,First Class,CUST-1497,Rahul,Home Office,India,Delhi,MH,West,PROD-904,Office Supplies,Storage,Item B,4060.9,5,0.22,-30.3
ORD-2397,2021-09-14,2023-03-11,First Class,CUST-1536,Priya,Corporate,India,Bangalore,DL,North,PROD-455,Technology,Chairs,Item B,1433.95,3,0.23,-50.29
ORD-2398,2022-07-24,2023-02-21,Second Class,CUST-4305,Arjun,Consumer,India,Bangalore,KA,South,PROD-162,Furniture,Storage,Item D,3658.18,5,,-323.81
ORD-2399,2023-06-11,2023-03-16,Standard Class,CUST-8124,Rahul,Corporate,India,Kolkata,MH,North,PROD-859,Furniture,Binders,Item B,752.46,9,0.32,-127.39
ORD-2400,2023-07-23,2023-04-27,Second Class,CUST-2971,Rahul,Corporate,India,Kolkata,WB,East,PROD-539,Furniture,Chairs,Item A,2074.22,3,0.22,38.84
ORD-2401,2022-06-11,2021-07-01,First Class,CUST-8587,Amit,Consumer,India,,KA,East,PROD-418,Office Supplies,Chairs,Item D,626.5,6,0.22,-35.48
ORD-2402,2021-06-11,2022-02-21,Second Class,CUST-4527,Amit,Home Office,India,Mumbai,WB,North,PROD-886,Office Supplies,Storage,Item D,62.28,2,0.31,-148.61
ORD-2403,2023-08-15,2023-05-22,Standard Class,CUST-1299,Neha,Corporate,India,Delhi,DL,West,PROD-650,Office Supplies,Chairs,Item C,3085.15,4,0.35,-500.12
ORD-2404,2021-12-06,2021-08-25,First Class,CUST-3386,Priya,Consumer,India,Delhi,KA,South,PROD-715,Technology,Chairs,Item A,2430.86,7,0.4,-433.02
ORD-2405,2023-04-12,2023-05-07,Standard Class,CUST-4963,Neha,Home Office,India,Kolkata,WB,North,PROD-182,Furniture,Binders,Item A,2112.35,9,0.34,-284.09
ORD-2406,2023-03-04,2022-12-11,Standard Class,CUST-5687,Amit,Consumer,India,Delhi,MH,West,PROD-811,Furniture,Storage,Item D,439.36,4,0.0,-13.18
ORD-2407,2023-03-03,2023-04-02,First Class,CUST-5171,Arjun,Corporate,India,Delhi,WB,South,PROD-509,Technology,Chairs,Item D,2961.61,3,0.12,217.47
ORD-2408,2022-06-08,2021-03-23,Standard Class,CUST-4859,Amit,Consumer,India,Kolkata,DL,North,PROD-204,Technology,Phones,Item A,3911.01,7,0.07,424.59
ORD-2409,2023-02-25,2022-10-11,Second Class,CUST-4695,Priya,Home Office,India,Kolkata,MH,North,PROD-278,Furniture,Phones,Item B,382.86,2,0.41,-124.89
ORD-2410,2021-09-28,2021-01-24,Standard Class,CUST-8242,Arjun,Home Office,India,Mumbai,WB,West,PROD-671,Furniture,Phones,Item A,2096.62,4,0.24,-128.38
ORD-2411,2022-05-07,2022-04-24,Standard Class,CUST-7131,Neha,Home Office,India,Mumbai,KA,South,PROD-867,Technology,Chairs,Item C,1592.2,5,0.19,97.56
ORD-2412,2021-07-27,2023-04-25,Standard Class,CUST-4617,Neha,Consumer,India,Mumbai,WB,South,PROD-437,Technology,Phones,Item B,4464.79,3,0.37,-813.36
ORD-2413,2022-06-23,2022-03-18,Second Class,CUST-3700,Amit,Consumer,India,Bangalore,KA,West,PROD-305,Furniture,Chairs,Item A,1350.15,5,0.04,170.29
ORD-2414,2022-08-07,2023-01-09,Standard Class,CUST-2005,Amit,Home Office,India,Bangalore,KA,North,PROD-309,Furniture,Chairs,Item D,4724.19,2,0.35,-798.19
ORD-2415,2021-03-01,2022-07-26,Standard Class,CUST-2701,Sneha,Home Office,India,Delhi,WB,West,PROD-840,Technology,Binders,Item A,4150.59,8,0.26,-346.34
ORD-2416,2022-03-06,2021-04-05,Second Class,CUST-4302,Neha,Home Office,India,Mumbai,DL,West,PROD-959,Furniture,Phones,Item D,545.79,5,0.21,-46.46
ORD-2417,2023-09-12,2021-07-13,First Class,CUST-9995,Neha,Corporate,India,Kolkata,KA,North,PROD-733,Technology,Binders,Item A,2429.16,8,0.33,-339.92
ORD-2418,2022-10-19,2021-04-15,First Class,CUST-4366,Rahul,Corporate,India,Mumbai,DL,South,PROD-735,Furniture,Storage,Item D,3262.56,3,0.01,609.5
ORD-2419,2022-08-28,2022-02-02,First Class,CUST-4162,Priya,Corporate,India,Delhi,KA,East,PROD-452,Office Supplies,Storage,Item A,2985.71,2,0.05,
ORD-2420,2021-11-05,2021-01-09,Standard Class,CUST-9306,Rahul,Home Office,India,Bangalore,KA,East,PROD-489,Office Supplies,Chairs,Item B,3412.19,9,0.2,27.91
ORD-2421,2022-06-04,2022-10-04,First Class,CUST-3137,Rahul,Corporate,India,Bangalore,WB,West,PROD-746,Furniture,Chairs,Item D,2160.22,5,0.05,245.03
ORD-2422,2022-08-14,2022-07-23,Second Class,CUST-5852,Neha,Home Office,India,Delhi,KA,South,PROD-799,Technology,Binders,Item B,4528.48,8,0.24,-113.83
ORD-2423,2021-01-27,2021-08-21,Standard Class,CUST-1030,Sneha,Consumer,India,Mumbai,MH,North,PROD-544,Office Supplies,Chairs,Item B,1388.29,5,0.3,-131.34
ORD-2424,2022-11-17,2023-05-26,Standard Class,CUST-6948,Priya,Home Office,India,Delhi,WB,South,PROD-744,Technology,Storage,Item B,515.8,6,0.32,-90.94
ORD-2425,2022-07-16,2022-07-30,Standard Class,CUST-2805,Neha,Home Office,India,Delhi,MH,West,PROD-702,Office Supplies,Binders,Item B,4890.97,2,0.12,409.57
ORD-2426,2021-07-18,2021-08-30,First Class,CUST-7413,Rahul,Corporate,India,Bangalore,MH,South,PROD-201,Office Supplies,Phones,Item A,3277.2,1,0.38,-617.97
ORD-2427,2022-01-22,2021-04-02,First Class,CUST-4569,Rahul,Consumer,India,Bangalore,KA,South,PROD-260,Office Supplies,Storage,Item B,,2,0.05,475.9
ORD-2428,2021-12-15,2021-08-22,First Class,CUST-6310,Neha,Consumer,India,Bangalore,DL,North,PROD-456,Furniture,Chairs,Item D,4096.76,2,0.46,-1051.61
ORD-2429,2023-08-18,2022-04-04,Standard Class,CUST-1456,Amit,Consumer,India,Delhi,WB,East,PROD-736,Furniture,Chairs,Item D,2136.14,9,0.07,318.71
ORD-2430,2023-07-29,2021-08-23,Second Class,CUST-1448,Amit,Corporate,India,Mumbai,DL,South,PROD-904,Technology,Binders,Item A,1961.87,7,0.22,-67.75
ORD-2431,2022-11-24,2021-12-22,Standard Class,CUST-1067,Neha,Corporate,India,Delhi,WB,South,PROD-242,Furniture,Chairs,Item C,4748.27,5,0.02,
ORD-2432,2022-06-20,2021-12-01,Second Class,CUST-5089,Arjun,Corporate,India,,MH,East,PROD-884,Technology,Storage,Item C,1964.57,9,0.24,-96.39
ORD-2433,2023-04-08,2022-03-17,Standard Class,CUST-2862,Arjun,Corporate,India,Mumbai,KA,South,PROD-648,Office Supplies,Phones,Item D,438.47,8,0.46,-77.84
ORD-2434,2022-01-13,2022-01-12,Second Class,CUST-2802,Amit,Corporate,India,Delhi,KA,South,PROD-512,Furniture,Phones,Item A,1573.76,7,0.11,121.19
ORD-2435,2023-06-18,2021-10-21,Standard Class,CUST-8554,Priya,Home Office,India,Mumbai,KA,South,PROD-358,Office Supplies,Phones,Item A,4374.03,5,0.45,-1116.22
ORD-2436,2023-07-05,2021-12-13,Standard Class,CUST-9319,Sneha,Consumer,India,Mumbai,DL,East,PROD-765,Technology,Chairs,Item B,520.05,8,0.25,12.73
ORD-2437,2022-07-12,2022-10-28,Second Class,CUST-6895,Rahul,Corporate,India,Delhi,KA,West,PROD-715,Furniture,Binders,Item B,3597.69,5,0.05,466.02
ORD-2438,2022-06-11,2022-03-06,Second Class,CUST-6515,Priya,Consumer,India,Bangalore,KA,East,PROD-220,Furniture,Phones,Item D,1368.69,5,0.39,-269.76
ORD-2439,2021-06-02,2022-10-21,Second Class,CUST-4738,Amit,Corporate,India,Delhi,DL,East,PROD-912,Office Supplies,Phones,Item C,3741.56,5,0.22,-141.58
ORD-2440,2023-01-04,2021-05-12,Second Class,CUST-1367,Neha,Home Office,India,Bangalore,DL,West,PROD-745,Furniture,Chairs,Item C,2597.04,2,0.24,-107.84
ORD-2441,2021-07-25,2021-05-23,Second Class,CUST-7201,Arjun,Consumer,India,,KA,North,PROD-198,Technology,Binders,Item A,3201.05,9,0.31,-266.15
ORD-2442,2022-03-31,2022-02-21,Second Class,CUST-3640,Amit,Corporate,India,Bangalore,KA,East,PROD-315,Furniture,Binders,Item C,1253.82,6,0.41,-243.36
ORD-2443,2021-09-30,2021-04-05,Second Class,CUST-5907,Priya,Home Office,India,Bangalore,MH,South,PROD-854,Office Supplies,Phones,Item A,,2,0.2,23.7
ORD-2444,2023-06-13,2022-09-20,Second Class,CUST-1058,Priya,Home Office,India,Kolkata,KA,North,PROD-842,Technology,Storage,Item A,363.38,1,0.38,-128.34
ORD-2445,2021-08-24,2021-10-13,Standard Class,CUST-5256,Sneha,Consumer,India,Kolkata,DL,North,PROD-837,Furniture,Binders,Item C,4136.61,4,0.08,461.76
ORD-2446,2023-05-02,2023-08-16,Second Class,CUST-9294,Amit,Corporate,India,Bangalore,WB,West,PROD-537,Office Supplies,Phones,Item A,3566.9,4,0.02,645.54
ORD-2447,2023-10-01,2023-07-14,Second Class,CUST-5941,Rahul,Home Office,India,,KA,North,PROD-571,Office Supplies,Storage,Item A,1502.09,5,0.02,234.17
ORD-2448,2022-06-05,2022-10-19,Standard Class,CUST-5507,Priya,Home Office,India,Bangalore,WB,South,PROD-502,Office Supplies,Chairs,Item A,4192.72,4,0.02,751.14
ORD-2449,2022-11-09,2021-08-13,Standard Class,CUST-1785,Rahul,Home Office,India,,KA,North,PROD-112,Office Supplies,Phones,Item D,4176.8,1,0.26,-209.04
ORD-2450,2023-08-02,2023-01-16,First Class,CUST-3446,Rahul,Consumer,India,Mumbai,KA,South,PROD-412,Office Supplies,Chairs,Item A,731.91,2,0.2,-16.46
ORD-2451,2023-08-14,2022-04-10,First Class,CUST-9628,Neha,Consumer,India,Delhi,MH,West,PROD-334,Technology,Phones,Item D,3582.75,6,0.39,-707.4
ORD-2452,2023-04-11,2022-07-01,Second Class,CUST-3365,Amit,Corporate,India,Kolkata,KA,North,PROD-940,Office Supplies,Chairs,Item B,1496.8,9,0.0,375.41
ORD-2453,2022-12-27,2021-10-05,Second Class,CUST-5701,Amit,Corporate,India,Delhi,DL,East,PROD-182,Office Supplies,Chairs,Item C,2362.59,8,0.34,-394.63
ORD-2454,2022-05-16,2022-11-15,First Class,CUST-8417,Rahul,Consumer,India,Kolkata,KA,West,PROD-342,Furniture,Storage,Item C,2179.22,7,0.19,-48.89
ORD-2455,2021-04-27,2021-05-22,First Class,CUST-6566,Neha,Consumer,India,Bangalore,WB,West,PROD-835,Technology,Binders,Item A,3020.91,7,0.24,-135.45
ORD-2456,2022-01-21,2021-12-25,Second Class,CUST-9688,Priya,Consumer,India,Kolkata,KA,South,PROD-440,Office Supplies,Storage,Item C,1768.3,1,0.07,180.66
ORD-2457,2021-12-10,2022-12-16,First Class,CUST-7383,Priya,Home Office,India,Kolkata,DL,West,PROD-323,Furniture,Phones,Item C,412.61,5,0.38,-18.4
ORD-2458,2022-08-07,2021-01-25,Second Class,CUST-2489,Amit,Consumer,India,Delhi,KA,East,PROD-284,Technology,Chairs,Item B,,4,0.43,-763.26
ORD-2459,2022-01-30,2023-08-28,Standard Class,CUST-3334,Rahul,Corporate,India,Delhi,WB,North,PROD-785,Technology,Phones,Item B,4804.83,5,,918.18
ORD-2460,2021-05-03,2023-01-08,Standard Class,CUST-8690,Neha,Home Office,India,Kolkata,KA,North,PROD-879,Office Supplies,Chairs,Item D,3355.95,6,0.17,171.21
ORD-2461,2022-12-18,2023-06-01,First Class,CUST-4389,Neha,Consumer,India,Delhi,MH,North,PROD-512,Technology,Phones,Item B,,6,0.21,1.61
ORD-2462,2022-12-22,2021-09-29,Standard Class,CUST-1202,Priya,Corporate,India,Kolkata,KA,South,PROD-196,Furniture,Binders,Item B,859.93,5,0.43,-132.19
ORD-2463,2021-03-13,2023-05-11,Standard Class,CUST-1230,Priya,Consumer,India,Bangalore,WB,East,PROD-420,Technology,Phones,Item B,3144.63,3,0.4,
ORD-2464,2023-02-28,2022-10-29,Standard Class,CUST-8047,Arjun,Corporate,India,Bangalore,WB,South,PROD-916,Office Supplies,Phones,Item A,3074.88,3,0.27,-216.75
ORD-2465,2021-10-01,2021-12-01,Standard Class,CUST-3962,Arjun,Home Office,India,Mumbai,WB,North,PROD-226,Office Supplies,Phones,Item D,3112.83,8,0.09,365.93
ORD-2466,2023-09-17,2021-03-28,Second Class,CUST-3327,Rahul,Home Office,India,Delhi,MH,North,PROD-314,Furniture,Storage,Item C,4466.95,8,0.28,-256.96
ORD-2467,2021-11-16,2022-09-15,Second Class,CUST-3784,Arjun,Corporate,India,Kolkata,KA,East,PROD-639,Technology,Phones,Item B,3595.78,8,0.22,-59.89
ORD-2468,2021-12-04,2021-02-02,First Class,CUST-1803,Neha,Corporate,India,Bangalore,WB,South,PROD-590,Furniture,Storage,Item D,3927.83,7,,-1006.96
ORD-2469,2022-01-01,2023-01-13,Standard Class,CUST-6766,Arjun,Home Office,India,Mumbai,MH,East,PROD-149,Technology,Storage,Item D,1601.03,5,0.13,105.98
ORD-2470,2022-05-10,2021-08-30,Standard Class,CUST-4723,Amit,Home Office,India,Mumbai,MH,North,PROD-367,Technology,Storage,Item B,1388.36,6,0.4,-365.4
ORD-2471,2022-08-30,2023-06-11,Standard Class,CUST-7396,Amit,Corporate,India,Kolkata,WB,East,PROD-182,Technology,Storage,Item C,1073.57,6,0.28,-143.52
ORD-2472,2021-06-15,2021-12-31,First Class,CUST-1175,Sneha,Corporate,India,Mumbai,DL,East,PROD-343,Technology,Chairs,Item A,3902.94,9,0.02,643.66
ORD-2473,2022-06-28,2023-04-04,Second Class,CUST-6691,Priya,Consumer,India,Mumbai,KA,South,PROD-324,Office Supplies,Binders,Item D,3508.01,5,0.13,250.08
ORD-2474,2021-01-11,2022-01-26,Standard Class,CUST-4532,Priya,Consumer,India,Kolkata,WB,South,PROD-629,Office Supplies,Chairs,Item C,1743.37,7,0.07,224.51
ORD-2475,2021-10-28,2022-10-17,Second Class,CUST-5349,Rahul,Home Office,India,Mumbai,KA,East,PROD-837,Furniture,Phones,Item B,748.48,9,0.23,-18.05
ORD-2476,2022-12-30,2022-11-01,First Class,CUST-2543,Amit,Home Office,India,Mumbai,MH,West,PROD-462,Technology,Phones,Item D,4241.0,9,0.4,-776.71
ORD-2477,2023-03-12,2021-10-28,Second Class,CUST-6456,Sneha,Consumer,India,Kolkata,KA,West,PROD-210,Furniture,Chairs,Item A,1952.18,1,0.29,-179.94
ORD-2478,2021-04-12,2023-05-09,Standard Class,CUST-4413,Rahul,Consumer,India,Kolkata,DL,South,PROD-466,Furniture,Phones,Item D,989.26,7,0.16,74.04
ORD-2479,2022-03-01,2022-01-08,Second Class,CUST-8085,Rahul,Home Office,India,Bangalore,KA,North,PROD-489,Office Supplies,Storage,Item D,764.83,9,0.36,-65.23
ORD-2480,2022-01-27,2021-04-11,Second Class,CUST-5179,Arjun,Home Office,India,Mumbai,WB,North,PROD-423,Furniture,Binders,Item D,4602.42,4,0.31,-547.17
ORD-2481,2023-02-18,2021-02-18,First Class,CUST-5807,Priya,Corporate,India,Bangalore,WB,South,PROD-687,Furniture,Phones,Item A,694.31,3,0.03,61.79
ORD-2482,2021-08-02,2023-09-28,First Class,CUST-8386,Rahul,Corporate,India,Bangalore,WB,South,PROD-122,Furniture,Storage,Item A,1830.38,1,0.05,259.92
ORD-2483,2022-11-22,2023-04-21,First Class,CUST-2940,Rahul,Home Office,India,Delhi,KA,East,PROD-255,Technology,Binders,Item C,3179.35,7,0.05,486.57
ORD-2484,2021-03-29,2022-02-28,First Class,CUST-1656,Priya,Consumer,India,Kolkata,WB,North,PROD-302,Technology,Phones,Item C,2069.98,8,0.16,14.16
ORD-2485,2022-07-07,2022-04-27,Second Class,CUST-3503,Priya,Corporate,India,Delhi,KA,West,PROD-831,Furniture,Binders,Item D,2413.43,9,0.29,-373.1
ORD-2486,2022-02-05,2022-08-04,Second Class,CUST-1658,Amit,Home Office,India,Kolkata,KA,South,PROD-651,Furniture,Chairs,Item C,4022.98,3,0.47,-1047.17
ORD-2487,2022-08-11,2021-03-05,First Class,CUST-8038,Priya,Consumer,India,Delhi,WB,South,PROD-197,Technology,Chairs,Item B,4996.21,3,0.33,-722.66
ORD-2488,2023-06-08,2021-04-21,First Class,CUST-9102,Arjun,Consumer,India,Kolkata,DL,North,PROD-403,Technology,Phones,Item A,2362.73,1,0.35,-408.76
ORD-2489,2021-02-15,2022-11-12,Standard Class,CUST-7025,Amit,Home Office,India,Mumbai,WB,North,PROD-261,Furniture,Phones,Item B,1925.19,5,0.05,317.54
ORD-2490,2022-11-03,2022-07-05,Standard Class,CUST-7498,Sneha,Corporate,India,Mumbai,MH,West,PROD-824,Furniture,Chairs,Item A,2063.48,8,0.05,260.21
ORD-2491,2022-04-08,2021-05-01,First Class,CUST-7348,Rahul,Corporate,India,Bangalore,MH,South,PROD-703,Technology,Binders,Item A,1877.09,7,0.07,128.22
